EP_PlotID	Grazing	Mowing	Fertilization	Plant	Plant_SLA	Plant_N	Plant_P	Lichen	Moss	Arth_Herb	Arth_Omni	Arth_Pollin	Arth_Carniv	Arth_Decom	Below_Pred	Below_Decom	Fungi_Decom	Fungi_Pathog	Fungi_Symb	Fungi_Other	Protist_Bact	Protist_Euka	Protist_Omni	Protist_Paras	Bacteria	Soil_C	Soil_OrgC	Soil_N	Soil_P	Plant_Aerial_Biom	Plant_Root_Biom	Water_Recharge	Pot_Nitrification	Retention_N	Retention_P	Litter_Decomp	Root_Decomp	Dung_Removal	Seed_Removal	Herbivory_Rate	Mycorrhization_Rate	Parasitoid_Rate	Pollination_Rate	Pathogen_Rate	C_Flux	Nitrate_Flux	Ammonia_Flux
HEG11	0.143333333	1.014166667	1.319166667	32.81818182	3.195184774	1.815	0.258	0	3	7.9	0	0.8	5	0.2	4	1	33.33333333	4.666666667	0.666666667	41	384.5	82	185	63.5	4492	4.110634638	56.64	133.214563	49.87665861	136.0592593	8.795	418.9004082	530.6627624	1950.866667	182.0221658	0.416096903	16.3	-0.012766834	0.608	0.004211885	NA	17	286	0.006017375	0.516192256	-0.692604843	-0.181835377
HEG12	7.2375	0.305833333	1.166666667	22.63636364	3.228492372	2.544166667	0.316	0	1	10.11111111	0	0.444444444	3.555555556	0.444444444	1	0	47.33333333	13.66666667	1	50.33333333	396.5	93.5	184	64	4309.5	6.824284319	74.89	158.5358014	50.55563612	202.5333333	5.081	422.6156172	1555.484739	983.7009248	148.7490103	0.510666516	15.767	0.110125742	0.336	0.017051136	16.7838495	NA	NA	NA	2.793796008	-1.545535096	1.627416464
HEG13	0.401666667	2.413333333	0.263333333	21.72727273	3.215569991	2.187333333	0.295666667	0	5	6.444444444	0	0.888888889	2.777777778	0.555555556	7	1	45.33333333	9	2.333333333	55.33333333	367	89	191	64.5	4692.5	3.027530153	35.44	87.88205177	25.70024735	236.3444444	5.134	434.1422313	740.8883051	1870.696334	181.2263086	0.535190667	16.467	0.270692775	1	0.013058649	17.477397	NA	NA	0.0001545	0.321605607	-0.732160203	-0.272876046
HEG14	0.338333333	1.253333333	4.076666667	33.90909091	3.31088945	1.860833333	0.269833333	0	1	11.3	0	1.4	5.6	1.3	5	1	39	6.666666667	1.333333333	52.33333333	404.5	88	209	62.5	4264.5	3.218733324	38.88	70.81126879	43.14100386	269.7555556	4.95	441.747771	297.6935499	1928.039466	183.0183396	0.387584128	13.867	0.011869766	0.56	0.00722435	16.922559	NA	6	0.00180875	-0.509991106	-0.150832052	-0.725576729
HEG15	0.390833333	1.169166667	3.0075	28.63636364	3.228836648	2.493833333	0.277333333	0	1	7.4	0	0.4	2.7	1.4	9	1	37.33333333	9	1.333333333	51.33333333	363	79.5	171	69.5	4551	3.889485344	53.32	107.4187644	74.02403816	254.0055556	4.873	470.6054126	1006.429496	1234.006388	110.0855436	0.537279709	13.133	-0.176395289	0.784	0.010470276	29.406414	NA	311	0.000424875	0.709681224	-0.627953962	-0.521456989
HEG16	1.124166667	0	0	34	3.204707155	1.953333333	0.250833333	0	2	19.9	0.3	1.8	6.4	1	7	0	46.66666667	9	3	68.33333333	304.5	74.5	164	61	5179.5	2.739981492	64.04	109.1247926	48.93678746	149.8666667	6.58	407.5223473	983.390791	1827.353128	185.8083058	0.472765978	18.7	-0.189967432	0.344	0.012261872	NA	NA	423	0.00123475	-0.086631658	-0.604451788	0.785062648
HEG17	0.398333333	0.3075	0	42.09090909	3.117749875	1.659166667	0.206166667	0	3	10.1	0	1.3	6.2	1.2	7	0	37	4.666666667	1.333333333	46.33333333	356	80	183.5	58	4472	3.685375387	53.17	95.81110415	43.15699158	125.15	13.475	501.1613917	416.047942	1931.969162	185.6477432	0.443939263	25.3	-0.211938637	0.928	0.032533045	22.3322295	NA	633	0.001167875	-0.085841793	-0.363856464	-0.472897827
HEG18	0.4175	0.1575	0	51.45454545	2.990231694	1.944833333	0.178833333	6	6	14.1	0.2	1.2	5.1	1	4	1	35	3.333333333	1.333333333	51.33333333	348	75.5	195	44	4626	3.089768854	48.14	82.94891354	40.26510199	128.4333333	7.922	389.1005991	53.39743085	1934.743025	173.0655586	0.413998041	28.233	0.222143381	0.424	0.032259146	25.17577425	NA	161	0.0002471	-0.077703556	-0.058491043	-0.666418858
HEG19	0.398333333	0.073333333	0	34.72727273	3.206389096	1.920666667	0.2395	0	3	12.5	0	1.7	5.3	0.8	9	0	42	7	1.333333333	55.66666667	431	101	226	76.5	5811.5	3.834509364	62.18	107.7627832	50.62774575	180.75	9.957	450.0025132	467.7352801	1925.07172	172.3458305	0.440866037	21.767	0.038507525	1	0.011691803	NA	NA	155	0.001135125	0.25299475	-0.482358235	-0.328589226
HEG20	0.781666667	0.0775	0	49.09090909	3.178275561	1.9645	0.2105	0	5	12.3	0.2	0.9	7	0	10	0	33	5.333333333	2	48	478.5	110.5	262	54.5	5460	2.205726667	27.23	38.3711816	27.8501548	140.7277778	14.729	443.03015	39.23030275	2008.7	174.0348043	0.553843883	14.033	0.329999173	0.416	0.013879856	NA	NA	82	0.00146325	-1.058042803	0.085492051	-0.852794338
HEG21	0.498333333	0.0775	0	36.90909091	3.203932605	1.856166667	0.235833333	0	5	19.6	0	2.1	4.9	1.3	4	0	49.66666667	8	1	61	336.5	78.5	163	56	4133	2.180836655	31.73	70.40487138	21.98064689	129.4574074	5.665	412.9392218	320.0148021	1644.433333	175.4572265	0.537129159	25.367	0.081138323	0.344	0.013102255	NA	33	239	0.00024	0.076204195	-0.080802568	-0.795529777
HEG22	0.294166667	1.794166667	0.204166667	22.45454545	3.179813779	2.216	0.294666667	0	3	6.777777778	0	0.555555556	2.777777778	0.555555556	8	1	40.33333333	7.666666667	2.666666667	68.33333333	408	85.5	209	75	4613.5	4.49337752	47.88	97.92976145	44.42369763	301.4888889	6.575	407.6168998	940.9344076	1901.756522	153.8346594	0.510344972	13.133	-0.183667124	0.64	0.018769816	14.5644975	NA	659	0.002563125	-0.236934925	-0.523376617	1.295517104
HEG23	0.58	1.0875	0	39.45454545	3.19654718	2.035333333	0.246	5	4	18.5	0.1	2.6	6	1	6	0	37	7	3.666666667	48.33333333	331	73	160	70	4044	3.169233762	47.08	86.65827513	39.22701125	154.4722222	2.896	458.9459128	367.3449736	1463.946111	164.331445	0.608108874	17.267	0.233890755	0.672	0.011385676	17.8935255	NA	233	0.01186475	-0.427711172	-0.330624304	0.022986552
HEG24	1.098333333	1.321666667	0	32.8	3.225046682	2.138	0.275333333	0	1	15	0	1.8	5.4	0.9	6	0	42.66666667	10	3	68.33333333	410	95.5	211.5	68.5	4708	4.247433253	48.17	84.8646263	39.17355252	215.3666667	4.531	429.2632977	910.5965813	1900.619713	157.0579097	0.6072995	21	0.090984719	0.464	0.012405827	16.71449475	31	189	0.000551	-0.258725313	-0.576928406	0.222740293
HEG25	1.4125	0.933333333	0	36.63636364	3.12405425	2.277166667	0.2435	0	4	17.25	0	2.625	5.875	1.125	7	1	45.66666667	5.666666667	1	53	382	75	204.5	61.5	4517	4.114194472	55.2	107.7602952	42.87005931	161.9	6.955	430.4434536	510.4322446	1739.129989	162.0777222	0.497286158	23.633	-0.162754221	0.472	0.066017173	NA	NA	NA	0.00011205	0.03842773	-0.161550421	-0.022684109
HEG26	0.034166667	1.1025	1.011666667	23.54545455	3.295890517	1.642166667	0.249833333	0	3	11.8	0	1.5	5.7	0.9	4	1	51.33333333	9.666666667	4	69.33333333	403.5	80	205	65.5	4336.5	3.46670246	47.48	89.39166641	28.2289718	160.4074074	7.717	401.3314618	605.8359253	1978.9	181.9002608	0.440934163	30.2	-0.082949155	0.848	0.01068317	NA	NA	NA	0.0060835	0.327391395	-0.27718164	-0.145541083
HEG27	0.076666667	1.248333333	1.763333333	36.90909091	3.17498282	1.876666667	0.260333333	0	6	14.4	0	1.2	3.8	1.1	8	0	50	9.333333333	4.333333333	80.66666667	408.5	86	201	49	4456	3.823612174	44.49	109.3322227	43.38847776	307.9240741	7.543	408.3951217	562.7840535	1885.9	167.623118	0.490661398	19.3	-0.080872722	1	0.00789125	9.154827	32	53	0.00085625	0.488911056	-0.200286893	0.105467771
HEG28	0.1275	1.4075	1.239166667	35	3.151339224	2.4805	0.2635	0	2	11.9	0.2	1.3	5.8	0.7	6	1	39.66666667	10	2	54	356.5	79	165.5	63.5	4062	2.434446601	32.08	69.69425618	27.52331542	124.7722222	3.875	402.4762884	697.785221	1811.753984	176.4395148	0.473970403	14.267	-0.294131601	0.736	0.022976465	NA	NA	272	0.00853735	0.132804735	-0.349931716	-0.324939752
HEG29	0.239166667	1.4825	1.054166667	36.45454545	3.140312181	2.260666667	0.246333333	0	1	12	0.1	1.5	4.8	0.4	5	1	41	8.666666667	2.333333333	59.66666667	383	78	184.5	65	4210	1.803511736	29.54	53.7297006	19.3735222	117.3	10.802	412.7502125	409.1742448	1855.013236	168.8275526	0.472360091	28	0.302501021	0.896	0.01871609	NA	NA	318	0.05453	-0.524145472	-0.299362748	-0.755848887
HEG30	0.176666667	2.576666667	2.820833333	29.27272727	3.122599613	2.220333333	0.238333333	3	4	11.4	0	1.4	3.5	0.9	5	0	42.33333333	9	2.666666667	58	353.5	82.5	187.5	56.5	4588	2.67009823	35.51	59.64354601	67.482914	176.2203704	7.458	511.6822165	536.203129	1894.966667	184.7587995	0.671746941	12.533	0.180808714	0.152	0.009503698	22.81771275	NA	61	0.0040705	0.19006214	-0.322471961	-0.089188385
HEG31	0.5225	1.395	1.656666667	41.09090909	3.165090069	2.195833333	0.2315	0	4	15.3	0.1	2.3	5.5	0.8	10	3	31	5.666666667	0.666666667	43	362.5	77	204.5	51	5010.5	3.730327156	41.03	104.9168982	55.4383007	152.5	7.516	487.3097119	867.72	1873.279261	181.1648112	0.589334717	21.333	-0.262759368	0.36	0.037406317	NA	NA	642	0.000215125	-0.659382862	-0.332620579	-0.490116119
HEG32	1.2225	0.9375	1.6425	17.54545455	3.173674612	1.987	0.278666667	0	2	14.66666667	0.222222222	0.666666667	5.111111111	0.888888889	7	1	45.33333333	6.666666667	2.333333333	46.33333333	485.5	94.5	228.5	60	4483.5	3.845038509	39.97	46.0604423	25.92734582	402.0777778	8.206	419.9116262	117.4437613	1881.534326	183.157636	0.322040842	19.9	0.048177089	0.92	0.008425168	14.425788	NA	NA	0.00317	-0.395386167	-0.085297518	-0.516385566
HEG33	1.419166667	1.0975	0.903333333	22.6	3.215498794	2.438166667	0.281833333	0	1	10.8	0	0.7	3	0.9	10	1	35	6	3.333333333	49	382.5	66	189	54.5	3411	3.492035122	40.08	43.08364778	32.48883248	308.5333333	7.144	486.2798313	165.8652237	1837.873483	180.8081856	0.487815414	17.233	0.715191974	0.456	0.027193591	18.24029925	8	146	0.0010551	-0.142356425	-0.171752676	-0.663682197
HEG34	0.360833333	1.4725	2.3625	20.90909091	3.210402997	2.231833333	0.281166667	0	2	11.7	0.2	1.2	4.2	1.3	9	0	43.33333333	9.666666667	2.666666667	57.66666667	365	75.5	177.5	68	4712.5	2.963689232	33.95	75.82942117	29.59025424	194.6166667	3.687	427.8312105	506.5302044	1753.153671	180.5385306	0.58932049	25.2	0.630617526	0.048	0.004403799	26.00803125	25	168	0.021748	0.124280683	-0.512271123	-0.25008884
HEG35	2.445	1.091666667	1.806666667	24.27272727	3.18912383	2.169166667	0.287166667	0	1	13.5	0	1.4	3.1	1.4	1	1	66	15	10	77.33333333	412	108	194	67	5299.5	3.852869898	45.74	101.3982556	27.25294932	377.0555556	6.86	408.5403192	818.6884528	1739.288911	158.6138947	0.459763703	20.7	-0.04703467	0.288	0.012200739	11.85966225	NA	NA	0.0265525	0.506629128	-0.467952816	1.386405485
HEG36	0.6475	1.164166667	2.920833333	29.4	3.106151518	2.296833333	0.2705	0	3	10.3	0.1	1.5	4.5	0.4	7	1	38.66666667	8	2.666666667	52.66666667	369	89.5	175	68	4318	3.896726089	53.06	139.3983739	65.17892654	229.3555556	5.813	417.8875525	835.4454619	NA	NA	0.572046963	19.833	-0.107680341	0.776	NA	NA	29	97	0.00030075	0.08898857	-0.814173152	0.307472528
HEG37	0.588333333	1.490833333	3.255	22.18181818	3.19438813	2.361666667	0.292666667	0	1	10.2	0.1	1	5.2	0.9	10	0	49.33333333	11	3.333333333	63.66666667	338.5	84.5	150.5	67.5	4377.5	3.328159983	52.61	124.6123904	58.61524303	230.662963	3.401	434.7726183	1153.132905	541.7333333	90.42296187	0.616538377	24.933	0.096083342	0.712	0.004669277	NA	20	149	0.008015	0.67563463	-0.670202907	0.722991434
HEG38	3.030833333	0.613333333	0.03	33.72727273	3.204271664	1.968166667	0.2715	0	3	15	0	1.5	3.9	0.6	3	2	47.33333333	10	3	64.66666667	383.5	91.5	201	62	4502.5	2.982925986	28.33	71.48854455	24.84861864	151.9444444	7.09	425.2027335	575.6462596	1877.649705	186.2668407	0.553600826	8.533	0.970260403	0.624	0.014539359	21.29190825	NA	47	0.0558155	-0.705052604	-0.069258735	-0.516691879
HEG39	1.094166667	0.625833333	0	27.27272727	3.337062973	2.149833333	0.278333333	0	1	22.4	0	1.8	7.3	1.4	8	2	46.33333333	7.666666667	3.333333333	63	408	103	185.5	62	5569	3.18218959	38.44	70.69932159	43.28053295	237.8166667	5.805	481.0381602	522.5514541	1645.265516	186.2857748	0.510001252	20.58	-0.036833064	0.68	0.015532524	NA	59	87	0.03561975	-0.828767672	0.155907293	-0.142973127
HEG40	2.534166667	0	0	27.36363636	3.254449165	2.0685	0.298166667	0	0	15.8	0	0.9	4.9	1.6	9	0	52	12.66666667	8.666666667	59.33333333	403	90	190	71	4701.5	4.292724415	60.41	117.4777126	81.38503182	221.2685185	7.808	415.6523529	695.6975259	1983.266667	172.3317592	0.608228318	17.6	0.087389502	0.496	0.009170139	NA	NA	304	0.0283741	0.464054146	-0.962195909	0.78132044
HEG41	0.781666667	0.0775	0	57.63636364	3.124094297	2.103	0.232333333	0	8	14.5	0.1	1.9	5.1	0.6	3	0	47	6	3.666666667	63.66666667	420	86.5	213	63	4173.5	2.948148355	39.81	69.05051477	41.74596022	118.4722222	6.148	463.9266138	83.97577206	2002.775055	180.6574722	0.509512036	22.233	0.276694311	0.616	0.035839923	17.199978	NA	118	0.00037955	-1.025074084	-0.024359317	-0.666835196
HEG42	0.405	0.073333333	0	52	3.128334509	2.055333333	0.190333333	0	4	18.4	0.6	2.7	8	0.9	6	1	36.66666667	5.666666667	3.666666667	51.33333333	417	87.5	212.5	59	4491	3.255739598	41.81	74.04992117	26.07296024	88.50925926	5.046	494.322629	289.0286045	1974.233333	188.6230772	0.438786999	19.9	-0.090789883	0.736	0.028951884	NA	NA	210	0.00161835	-0.235417241	0.016232848	-0.549700788
HEG43	0.555833333	0.3225	0	67.72727273	3.118635146	1.774666667	0.185333333	0	7	13.5	0.3	1.3	3.7	0.4	6	1	33.33333333	3.333333333	1.666666667	54.66666667	402	84.5	228	48.5	4116.5	3.163342476	45.41	84.35289353	32.83247145	134.9481481	13.404	405.3035304	86.35176825	1998.766667	188.3442279	0.42322834	31.3	-0.04949841	0.786666667	0.013151232	24.8290005	34	188	0.00303255	-0.769974184	0.009809247	-0.707662076
HEG44	0.530833333	0.236666667	0	47.36363636	3.067833282	1.924333333	0.182166667	0	8	17	0	1.8	4.8	0.6	4	0	33	4	1	41.66666667	455	100.5	259	57	4796.5	NA	79.57	136.0788846	47.79498654	123.10625	9.109	447.3661565	242.7234749	1891.7	189.4770367	0.34344684	19.2	-0.193874789	0.392	0.031202607	26.4935145	NA	522	0.00293655	0.209675521	-0.05840366	0.636541873
HEG45	0.516666667	0.0775	0	43.09090909	3.168335867	1.89	0.215666667	0	3	19.1	0.3	3.3	5.3	0.9	7	2	33	4.666666667	1.333333333	47.33333333	395.5	83.5	208.5	63.5	4438	3.742326972	44.44	81.52814547	38.56731034	116.2444444	9.176	427.5106017	273.7106852	1518.311241	172.4159639	0.517458066	16.233	0.430629854	0.392	0.013869296	20.6677155	NA	559	0.0003375	-0.803650106	-0.045935763	-0.420739592
HEG46	0.6125	0.235833333	0	41.27272727	3.058275087	1.734166667	0.178	6	4	21.2	0.4	2.9	6.1	0.7	3	1	43	7.666666667	2.333333333	61	342	81	189.5	58	4196.5	2.406315569	25.83	65.31040391	19.95968314	139.0444444	2.627	440.1253225	318.678774	1757.846759	183.04992	0.393718207	27.2	0.384237588	0.504	0.0377938	21.98545575	33	252	0.04252355	-0.793510108	0.042267683	-0.673757572
HEG47	0.850833333	1.178333333	0.478333333	29.45454545	3.245591813	1.8775	0.261166667	0	3	16.6	0	2.4	6.4	1.5	6	0	38	5.333333333	2	49.66666667	389	80.5	208	61	4364	3.847206952	55.09	130.7481741	54.45315255	222.1055556	8.322	460.7551519	455.8714783	1701.477028	NA	0.447324444	13.4	0.187773656	0.7	0.018502022	12.483855	NA	NA	0.00416675	0.253220139	-0.325987493	-0.257603626
HEG48	0.641666667	1.1	0.448333333	29.09090909	3.280196054	1.823333333	0.268833333	0	2	16.9	0	1.4	4.1	1.2	5	0	30.33333333	5	1	45.66666667	441	87	218.5	71.5	4123	3.313497392	41.64	88.0173741	29.21137441	181.8314815	7.093	384.0939573	348.1175856	1933.833333	177.6514218	0.440831456	18.633	-0.00859328	0.64	0.018674848	NA	NA	NA	0.00308165	0.020656432	-0.176922909	-0.191537034
HEG49	0.196666667	1.415833333	1.47	31.72727273	3.298776155	1.887333333	0.2675	0	1	15	0	1.4	5.2	1.3	7	1	83	15.33333333	4.666666667	98	402	93	208	64	4575	3.713686924	46.5	91.17933924	28.68292275	266.5444444	5.677	381.9224109	632.2286674	1970.10895	147.9638501	0.463123922	22.45	-0.133835183	0.726666667	0.012291601	NA	1	148	0.002424	0.519202516	-0.216754292	-0.227822336
HEG50	0.334166667	0.9375	1.598333333	34.18181818	3.180085972	1.953666667	0.2415	0	3	14.3	0	2.3	4.5	0.5	4	1	67.66666667	14	3.666666667	90	378	72.5	188	63.5	3999.5	3.181711065	45.36	75.77843295	31.74946035	180.35	4.609	391.7665186	256.7180915	1961.433333	121.2570845	0.455974202	25.433	-0.040353167	0.696	0.008752689	NA	NA	87	0.00037475	-0.778300511	-0.268399162	-0.23136604
SEG01	0.018333333	1.868333333	1.5475	18.36363636	3.265207429	2.633333333	0.2775	0	1	17.1	0.2	1.4	6.9	1	2	0	85.33333333	21.66666667	10	99.33333333	395.5	100	212.5	67	5697	8.309128994	203.5	264.2656912	43.55156623	238.9055556	5.362	304.9754667	2147.523463	2000.15	185.7204049	0.474435866	24.1	-0.420703611	NA	0.008749683	13.94030475	8	44	0.03235975	1.07382623	0.636864947	1.512377973
SEG02	0.515	1.3225	1.431666667	18.18181818	3.314156554	2.543833333	0.262833333	0	0	16	0	0.6	7	1.3	5	0	77.66666667	13.33333333	10.66666667	90.66666667	358.5	83	162	66.5	5650.5	8.27505018	128.4	201.0577429	41.32859927	236.75	4.432	318.7535274	1921.594506	1604.033333	187.9728507	0.471022984	26.7	-0.137648185	1	0.013843826	14.77256175	NA	71	0.00058325	0.839087375	0.292969792	1.354860324
SEG03	0.6125	1.558333333	1.419166667	17	3.309997782	2.843	0.255166667	0	1	20.5	0.1	1.2	6.4	1.9	4	0	57.66666667	9.333333333	8.666666667	61	347.5	85.5	161	62.5	6025	6.09584908	89.82	149.5569715	40.9228289	258.65	8.832	279.6034464	1366.720231	1918.433333	189.0045464	0.392681102	32.45	#¡DIV/0!	NA	0.013289988	12.8999835	NA	176	0.0006775	-0.220984682	0.108614661	-0.069116894
SEG04	0.27	0.621666667	0	17.63636364	3.251410118	2.4035	0.205833333	0	0	16	0.1	1.6	6.5	1.1	7	0	66	9.333333333	8.333333333	74.66666667	368	98.5	198	69	6287	6.636594537	141.1	190.1222389	45.49528571	263.25	10.492	318.3680561	1322.749431	1921.7	187.9800883	0.266828243	32.45	-0.213479493	1	0.043546208	9.8483745	15	54	0.010171	1.078538593	0.636664869	0.407273575
SEG05	0.136666667	1.023333333	0	16.45454545	3.374398107	3.166166667	0.234833333	0	0	17	0.1	0.9	6.6	1.1	8	0	69.33333333	18.66666667	5	67	453	109.5	231.5	55	5823	5.85302509	114.7	124.7167354	14.07819565	229.7944444	2.072	321.1476342	1233.95914	1219.366667	189.6169286	0.424311679	32.45	#¡DIV/0!	NA	0.021457971	NA	4	NA	3.13E-05	0.16398717	0.567684859	0.068884812
SEG06	1.815833333	0.379166667	0	19.72727273	3.201399935	2.677833333	0.268666667	0	1	23	0.1	0.9	7.3	1.4	7	0	81	13.33333333	11.66666667	77	446.5	103.5	233	65.5	5774.5	10.8601508	280.6	101.1734534	49.10606075	194.0722222	4.022	342.1590421	320.5566046	1716.633333	187.8902515	0.557815916	NA	-0.598175122	NA	0.00753472	NA	7	241	0.0001055	1.985356123	3.251170192	-0.176479876
SEG07	2.585833333	0.160833333	0	17.4	3.301412281	2.5672	0.2954	0	4	19	0.111111111	0.555555556	5.444444444	1.222222222	6	0	68.33333333	14	4.666666667	59	416	92.5	201	62.5	6196.5	9.119449513	115	146.9791222	10.07563378	389.24375	15.782	333.5500216	1735.608619	830.4333333	182.0162738	0.354055582	34.5	-0.052202164	0.976	0.03075807	7.468973077	1	61	0.00446525	2.074567988	0.001196259	0.661881366
SEG08	1.0625	0.948333333	0.585	20.27272727	3.313031922	1.884833333	0.228833333	0	3	16.2	0	0.4	3.1	1.1	6	1	58.33333333	12	5.333333333	70.33333333	375.5	82.5	183	66.5	6125	4.995121104	78.71	100.7858838	31.87919874	300.2944444	16.182	309.3606873	905.0863755	1895.1	183.4544878	0.402540767	NA	-0.378003646	NA	0.010815045	18.10158975	11	165	0.000356125	0.222052768	0.109325402	-0.518891993
SEG09	2.865833333	0.299166667	0	19.36363636	3.324029587	2.553166667	0.274333333	0	1	16.44444444	0	0.444444444	6	0.666666667	5	0	87.66666667	13.66666667	13	88.66666667	457.5	107.5	224	74.5	5918	11.68310026	229.4	165.9685446	48.07666092	177.4388889	12.772	385.2760201	1221.075325	1773.75	188.3580023	0.404250662	NA	#¡DIV/0!	NA	0.022781412	NA	2	98	9.85E-05	1.686000817	0.38430395	1.601935727
SEG10	0.62	1.240833333	1.419166667	16.81818182	3.296723104	2.9295	0.225333333	0	2	19.2	0.4	0.8	5.5	1.4	6	0	80	13	22	89	308	74.5	156	55	5959	6.732700791	147.3	189.1085775	27.53298991	248.7444444	5.692	326.6106982	1657.622811	1861.07125	184.2806617	0.499924234	34.5	-0.213099079	1	0.061253185	13.38546675	8	259	6.03E-05	1.004499077	0.215048835	0.174189307
SEG11	0.635	1.0825	1.419166667	22.90909091	3.265343151	2.5175	0.225833333	0	1	20	0.5	1.5	5.8	1.7	6	0	61.66666667	10.66666667	8.666666667	66	340	91.5	172	57	5998	6.788592736	112.5	177.6084887	16.81027276	262.0944444	2.592	306.2949954	1528.95224	1858.317925	188.0862046	0.448935475	32.95	-0.178387772	1	0.037145906	11.929017	2	87	0.0004177	0.7057121	0.600613866	-0.349018962
SEG12	0.018333333	1.868333333	1.5475	16.54545455	3.308673402	2.433333333	0.254333333	0	2	14.1	0	0.7	6.2	1.3	3	0	58	11.33333333	14.33333333	74	342	82	173	66.5	5648	6.155042914	105.8	182.8912721	11.99911978	193.5277778	1.892	211.7977823	2203.160699	2015.187783	185.9621671	0.636671822	32.26	-0.435970237	NA	0.008137352	13.66288575	NA	NA	0.000102	0.698460642	0.31080964	0.355927707
SEG13	0.211666667	1.714166667	0.6775	29	3.208366357	1.847333333	0.233333333	0	1	17.6	0	1.1	4.9	0.7	3	1	82.66666667	15.66666667	5	92	509	112.5	241	71.5	4127	4.209650906	33.27	61.3513048	14.74751066	256.0888889	5.832	279.5140077	561.7428906	2011.860471	187.6052393	0.389282463	35.3	-0.013721887	0.632	0.027702413	NA	NA	NA	0.00429	0.039011364	0.024486872	0.078546674
SEG14	0.579166667	0.7075	0	17.54545455	3.321085742	1.968333333	0.234	0	2	15.6	0.2	0.9	5.3	1.2	6	0	74.66666667	12.66666667	10.33333333	79	433.5	103	194	73.5	6093	5.684375952	103.8	199.3907742	17.52296894	340.0666667	6.382	284.9255554	1588.581673	1929.264298	188.5062376	0.534128322	32.43	-0.501346733	NA	0.016379272	19.21126575	3	31	NA	0.978039404	1.157854512	0.123849009
SEG15	0.05	1.255833333	0	22.18181818	3.273039465	2.319333333	0.237666667	0	1	15.8	0.4	0.9	5.6	1.1	5	0	74.66666667	12.66666667	33	85	262	69.5	121.5	49	5891	6.672695496	136.2	206.9616742	28.79734126	264.3944444	8.902	283.6082186	1583.083504	2000.363464	161.7376022	0.427926045	28.85	-0.441398871	NA	0.021733607	16.2290115	NA	3	0.0003495	1.722061564	0.678826427	0.18888596
SEG16	0.906666667	0.616666667	0	17.45454545	3.33998929	2.406166667	0.215	0	0	19	0.5	1.7	5.3	1.1	7	0	64.33333333	13.33333333	12.33333333	69	504	119	236	73	6414.5	6.338459349	140.8	169.019012	47.77896977	280.2666667	3.172	362.3064763	1441.970346	1800.517653	190.0067686	NA	28.85	-0.212296676	1	0.054130321	19.62739425	NA	9	0.001325	1.198592997	0.805004851	0.55536901
SEG17	0.825	1.17	0	21.36363636	3.235879732	2.746	0.2675	0	1	21.4	0	1	5.1	1.4	6	0	68.33333333	14.66666667	9.333333333	77.66666667	422	116	226	62	5051.5	9.423787528	351.7	202.4611415	69.31448454	133.3388889	5.712	323.3324316	476.7438021	1920.509522	188.2449819	0.363267776	NA	0.169414943	0.472	0.021962684	NA	NA	140	0.0009075	4.75978588	3.418841865	0.50108309
SEG18	0	1.726666667	0	23.72727273	3.301329126	1.406666667	0.234833333	0	1	28.3	0	1.8	5.8	0.2	7	0	53.33333333	10.66666667	4.666666667	72.66666667	469.5	85.5	229.5	45	4987.5	2.049941319	14.87	17.94449922	9.473555472	222.2166667	7.162	281.4366483	23.16971845	2002.733333	174.7696367	0.427080436	30.87	0.345246963	0.184	0.010623791	18.587073	NA	NA	0.0003785	-1.536208077	0.102940663	-0.981519439
SEG19	0.819166667	0.6225	0	18.27272727	3.179213587	2.055833333	0.221166667	0	3	16.9	0.1	0.7	3.5	0.8	3	0	62	10	10.33333333	77.33333333	406	93	169	68.5	5313	4.041947375	75.74	111.4248877	23.28867995	315.6833333	15.892	293.5359439	1200.649926	2008.639494	189.5784322	0.414927067	28.7	-0.237638051	0.952	0.008932437	13.10804775	NA	26	0.005144	0.58005061	0.224779382	0.43425937
SEG20	2.24	0.5525	0	18.90909091	3.219644325	2.588666667	0.258	0	1	16.7	0.3	0.3	4.6	1.1	1	0	76	16.66666667	6	75.66666667	483	116.5	236	73	6488	11.02908129	269.5	195.2098669	43.33456203	223.45	8.352	325.8349923	1360.75407	1174.799585	188.9137875	0.452739027	NA	-0.546352711	NA	0.012914798	NA	NA	63	0.00014475	2.418175241	1.623902621	1.544367977
SEG21	2.693333333	0.303333333	0	21.45454545	3.134713687	2.665666667	0.294166667	0	1	18.3	0.1	0.6	5.3	1.1	5	0	80.33333333	16.33333333	4	76.33333333	520.5	117.5	243.5	67.5	5344	13.29202589	280.3	78.46469523	22.63924738	345.7222222	14.442	346.9379899	240.2874576	1923.532596	189.5743464	0.495400761	34.1	-0.239681706	NA	0.014417468	NA	NA	NA	0.00395035	0.658878973	0.492235171	0.667837338
SEG22	2.5925	0	0	20.09090909	3.284522253	1.958833333	0.271166667	0	1	15.7	0.1	1	2.8	0.5	9	0	73.33333333	14.33333333	14	82.66666667	396.5	108.5	189	61.5	5379.5	4.758938055	63.35	148.9471246	40.07365962	275.8388889	8.702	284.1821311	1154.054256	2022.333333	188.5762449	0.496202489	34.1	0.235034196	1	0.025270882	20.529006	NA	81	0.0963425	0.48328133	0.016098393	-0.236640959
